1.0000,0.0000,1
-1.0000,0.0000,-1
0.9714,0.2093,1
-0.9714,-0.2093,-1
0.9061,0.4066,1
-0.9061,-0.4066,-1
0.8075,0.5845,1
-0.8075,-0.5845,-1
0.6799,0.7366,1
-0.6799,-0.7366,-1
0.5289,0.8575,1
-0.5289,-0.8575,-1
0.3606,0.9431,1
-0.3606,-0.9431,-1
0.1820,0.9910,1
-0.1820,-0.9910,-1
-0.0000,1.0000,1
0.0000,-1.0000,-1
-0.1782,0.9706,1
0.1782,-0.9706,-1
-0.3459,0.9046,1
0.3459,-0.9046,-1
-0.4968,0.8055,1
0.4968,-0.8055,-1
-0.6255,0.6776,1
0.6255,-0.6776,-1
-0.7275,0.5266,1
0.7275,-0.5266,-1
-0.7995,0.3588,1
0.7995,-0.3588,-1
-0.8393,0.1809,1
0.8393,-0.1809,-1
-0.8462,-0.0000,1
0.8462,0.0000,-1
-0.8205,-0.1768,1
0.8205,0.1768,-1
-0.7640,-0.3428,1
0.7640,0.3428,-1
-0.6796,-0.4919,1
0.6796,0.4919,-1
-0.5711,-0.6187,1
0.5711,0.6187,-1
-0.4434,-0.7189,1
0.4434,0.7189,-1
-0.3017,-0.7892,1
0.3017,0.7892,-1
-0.1519,-0.8275,1
0.1519,0.8275,-1
0.0000,-0.8333,1
-0.0000,0.8333,-1
0.1482,-0.8071,1
-0.1482,0.8071,-1
0.2870,-0.7506,1
-0.2870,0.7506,-1
0.4113,-0.6669,1
-0.4113,0.6669,-1
0.5167,-0.5598,1
-0.5167,0.5598,-1
0.5996,-0.4340,1
-0.5996,0.4340,-1
0.6574,-0.2950,1
-0.6574,0.2950,-1
0.6884,-0.1483,1
-0.6884,0.1483,-1
0.6923,0.0000,1
-0.6923,-0.0000,-1
0.6696,0.1443,1
-0.6696,-0.1443,-1
0.6218,0.2791,1
-0.6218,-0.2791,-1
0.5516,0.3993,1
-0.5516,-0.3993,-1
0.4623,0.5009,1
-0.4623,-0.5009,-1
0.3579,0.5803,1
-0.3579,-0.5803,-1
0.2428,0.6352,1
-0.2428,-0.6352,-1
0.1219,0.6641,1
-0.1219,-0.6641,-1
-0.0000,0.6667,1
0.0000,-0.6667,-1
-0.1182,0.6436,1
0.1182,-0.6436,-1
-0.2281,0.5967,1
0.2281,-0.5967,-1
-0.3259,0.5283,1
0.3259,-0.5283,-1
-0.4080,0.4419,1
0.4080,-0.4419,-1
-0.4717,0.3414,1
0.4717,-0.3414,-1
-0.5152,0.2312,1
0.5152,-0.2312,-1
-0.5375,0.1158,1
0.5375,-0.1158,-1
-0.5385,-0.0000,1
0.5385,0.0000,-1
-0.5187,-0.1118,1
0.5187,0.1118,-1
-0.4797,-0.2153,1
0.4797,0.2153,-1
-0.4237,-0.3067,1
0.4237,0.3067,-1
-0.3535,-0.3830,1
0.3535,0.3830,-1
-0.2724,-0.4417,1
0.2724,0.4417,-1
-0.1840,-0.4812,1
0.1840,0.4812,-1
-0.0919,-0.5006,1
0.0919,0.5006,-1
0.0000,-0.5000,1
-0.0000,0.5000,-1
0.0882,-0.4802,1
-0.0882,0.4802,-1
0.1693,-0.4427,1
-0.1693,0.4427,-1
0.2404,-0.3897,1
-0.2404,0.3897,-1
0.2992,-0.3241,1
-0.2992,0.3241,-1
0.3438,-0.2488,1
-0.3438,0.2488,-1
0.3731,-0.1674,1
-0.3731,0.1674,-1
0.3867,-0.0833,1
-0.3867,0.0833,-1
0.3846,0.0000,1
-0.3846,-0.0000,-1
0.3678,0.0793,1
-0.3678,-0.0793,-1
0.3376,0.1515,1
-0.3376,-0.1515,-1
0.2958,0.2141,1
-0.2958,-0.2141,-1
0.2448,0.2652,1
-0.2448,-0.2652,-1
0.1870,0.3031,1
-0.1870,-0.3031,-1
0.1251,0.3272,1
-0.1251,-0.3272,-1
0.0619,0.3371,1
-0.0619,-0.3371,-1
-0.0000,0.3333,1
0.0000,-0.3333,-1
-0.0582,0.3167,1
0.0582,-0.3167,-1
-0.1104,0.2887,1
0.1104,-0.2887,-1
-0.1549,0.2512,1
0.1549,-0.2512,-1
-0.1904,0.2062,1
0.1904,-0.2062,-1
-0.2159,0.1562,1
0.2159,-0.1562,-1
-0.2310,0.1036,1
0.2310,-0.1036,-1
-0.2358,0.0508,1
0.2358,-0.0508,-1
-0.2308,-0.0000,1
0.2308,0.0000,-1
-0.2169,-0.0467,1
0.2169,0.0467,-1
-0.1954,-0.0877,1
0.1954,0.0877,-1
-0.1679,-0.1215,1
0.1679,0.1215,-1
-0.1360,-0.1473,1
0.1360,0.1473,-1
-0.1015,-0.1646,1
0.1015,0.1646,-1
-0.0662,-0.1732,1
0.0662,0.1732,-1
-0.0319,-0.1737,1
0.0319,0.1737,-1
0.0000,-0.1667,1
-0.0000,0.1667,-1
0.0281,-0.1532,1
-0.0281,0.1532,-1
0.0515,-0.1347,1
-0.0515,0.1347,-1
0.0695,-0.1126,1
-0.0695,0.1126,-1
0.0816,-0.0884,1
-0.0816,0.0884,-1
0.0879,-0.0637,1
-0.0879,0.0637,-1
0.0888,-0.0399,1
-0.0888,0.0399,-1
0.0849,-0.0183,1
-0.0849,0.0183,-1
0.0769,0.0000,1
-0.0769,-0.0000,-1
